Eagle-The	Focus Features	Action
Darkest-Hour-The	Summit Entertainment	Action
Drive-Angry	Summit Entertainment	Action
Don-2	Reliance Big Pict…	Action
Ra-One	Eros Entertainment	Action
Unstoppable	20th Century Fox	Action
Bodyguard	Reliance Big Pict…	Action
Salvando-al-Soldado-Perez	Lionsgate	Action
Attack-the-Block	Sony Pictures	Action
Red-(2010)	Summit Entertainment	Action
Jusan-nin-no-shikaku	Magnolia Pictures	Action
Hobo-with-a-Shotgun	Magnolia Pictures	Action
Metropolis-(Germany)-(1927)	Paramount Pictures	Action
Faster-(2009)	CBS Films	Action
Ip-Man-Legend-of-the-Grand-Master	Variance Films	Action
Bellflower	Oscilloscope Pict…	Action
Game-(2011)	Eros Entertainment	Action
Tropa-de-Elite-2	Variance Films	Action
Su-Qi-Er	Indomina Releasing	Action
Shaolin	Variance Films	Action
Gekijouban-Trigun-Badlands-Rumble	Eleven Arts	Action
Jing-mo-fung-wan-Chen-Zhen	Variance Films	Action
Choi-jong-byeong-gi-hwal	CJ Entertainment	Action
Bay-Rong	Variance Films	Action
Bonnie-and-Clyde-vs-Dracula	Indican Pictures	Action
Ong-Bak-3	Magnet Pictures	Action
Saheb-Biwi-Aur-Gangster	UTV Communications	Action
Heir-Apparent-Largo-Winch-The-(2011)	Music Box Films	Action
Blood-Ties-(2007)	Afterlight Pictures	Action
Avengers-The-(2012)	Walt Disney	Action
Dark-Knight-Rises-The	Warner Bros.	Action
Skyfall	Sony Pictures	Action
Expendables-2-The	Lionsgate	Action
Act-of-Valor	Relativity	Action
Mission-Impossible-Ghost-Protocol	Paramount Pictures	Action
Contraband	Universal	Action
Looper	Sony Pictures	Action
Battleship	Universal	Action
Underworld-Awakening-(2012)	Sony Pictures	Action
Total-Recall-(Remake)	Sony Pictures	Action
Ghost-Rider-Spirit-of-Vengeance	Sony Pictures	Action
Sherlock-Holmes-A-Game-of-Shadows-(2011)	Warner Bros.	Action
Red-Tails	20th Century Fox	Action
Red-Dawn-(2010)	Open Road	Action
Safe-(2011)	Lionsgate	Action
Man-with-the-Iron-Fists-The	Universal	Action
Dredd	Lionsgate	Action
Darkest-Hour-The	Summit Entertainment	Action
For-Greater-Glory-The-True-Story-of-Cristiada-(Mexico)-(2012)	ARC Entertainment	Action
Serbuan-maut	Sony Pictures Cla…	Action
Agneepath	Eros Entertainment	Action
Real-Steel	Walt Disney	Action
Immortals	Relativity	Action
Dodookdeul	Well Go USA	Action
Don-2	Reliance Big Pict…	Action
Seeking-Justice	Anchor Bay Entert…	Action
Stolen-(2012)	Alchemy	Action
Drive	FilmDistrict	Action
Thaandavam	UTV Communications	Action
Tai-Chi-O	Variance Films	Action
Vettai	UTV Communications	Action
Long-men-fei-jia	Indomina Releasing	Action
Mugamoodi	UTV Communications	Action
Paan-Singh-Tomar	UTV Communications	Action
Hua-Pi-Er	Well Go USA	Action
Sacrifice-(2011)	Alchemy	Action
Tropa-de-Elite-2	Variance Films	Action
Wu-Xia	Weinstein Co.	Action
Total-Recall	Sony Pictures	Action
Forces-speciales	Entertainment One	Action
Arjun-The-Warrior-Prince	UTV Communications	Action
BRO		Action
Universal-Soldier-Day-of-Reckoning	Magnet Pictures	Action
Tomorrow-When-the-War-Began	Freestyle Releasing	Action
Heir-Apparent-Largo-Winch-The-(2011)	Music Box Films	Action
Ta-Weo		Action
Iron-Man-3	Walt Disney	Action
Man-of-Steel	Warner Bros.	Action
Fast-and-Furious-6	Universal	Action
Thor-The-Dark-World	Walt Disney	Action
World-War-Z	Paramount Pictures	Action
Wolverine-The	20th Century Fox	Action
GI-Joe-Retaliation	Paramount Pictures	Action
Pacific-Rim	Warner Bros.	Action
Elysium	Sony Pictures	Action
2-Guns	Universal	Action
Die-Hard-5	20th Century Fox	Action
After-Earth	Sony Pictures	Action
Hansel-and-Gretel-Witch-Hunters	Paramount Pictures	Action
RED-2	Lionsgate	Action
Pain-and-Gain	Paramount Pictures	Action
Gangster-Squad-The	Warner Bros.	Action
Riddick	Universal	Action
RIPD	Universal	Action
47-Ronin	Universal	Action
Kick-Ass-2	Universal	Action
Homefront	Open Road	Action
Last-Stand-The	Lionsgate	Action
Bullet-to-the-Head	Warner Bros.	Action
Machete-Kills	Open Road	Action
Dhoom-3	Yash Raj Films	Action
Skyfall	Sony Pictures	Action
