Talladega-Nights-The-Ballad-of-Ricky-Bobby	Sony Pictures	Comedy
Click	Sony Pictures	Comedy
Borat	20th Century Fox	Comedy
Devil-Wears-Prada-The	20th Century Fox	Comedy
Scary-Movie-4-(2006)	Weinstein/Dimension	Comedy
Nacho-Libre	Paramount Pictures	Comedy
You-Me-and-Dupree	Universal	Comedy
Big-Mommas-House-2	20th Century Fox	Comedy
Tyler-Perrys-Madeas-Family-Reunion	Lionsgate	Comedy
Shaggy-Dog-The-(2006)	Walt Disney	Comedy
Benchwarmers-The	Sony Pictures	Comedy
Little-Miss-Sunshine	Fox Searchlight	Comedy
Little-Man	Sony Pictures	Comedy
Fun-With-Dick-And-Jane	Sony Pictures	Comedy
Date-Movie	20th Century Fox	Comedy
Stranger-Than-Fiction	Sony Pictures	Comedy
Last-Holiday	Paramount Pictures	Comedy
Man-of-the-Year	Universal	Comedy
Accepted	Universal	Comedy
Deck-the-Halls	20th Century Fox	Comedy
Employee-of-the-Month-(2006)	Lionsgate	Comedy
Stick-It	Walt Disney	Comedy
Clerks-II	MGM	Comedy
ATL	Warner Bros.	Comedy
Prairie-Home-Companion-A	Picturehouse	Comedy
Beerfest	Warner Bros.	Comedy
Aquamarine	20th Century Fox	Comedy
Rumor-Has-It	Warner Bros.	Comedy
